Atharva Mandar Phatak ,BE21B009,Discord ID: atharvamandarphatak
38857,0.08,0.11
38858,0.35,0.77
38859,0.3,0.51
38860,0.01,0.07
38861,0.08,0.16
38862,0.17,0.88
38863,0.13,0.16
38864,0.24,0.85
38865,0.04,0.07
38866,0.05,0.08
38867,0.14,0.37
38868,0.17,0.11
38869,0.07,0.47
38870,0.29,0.75
38871,0.21,0.14
38872,0.18,0.33
38873,0.04,0.01
38874,0.23,0.63
38875,0.57,0.68
38876,0.2,0.26
38877,0.03,0.14
38878,0.03,0.62
38879,0.09,0.54
38880,0.1,0.85
38881,0.36,0.38
38882,0.34,0.72
38883,0.24,0.35
38884,0.2,0.89
38885,0.06,0.16
38886,0.19,0.24
38887,0.1,0.77
38888,0.47,0.75
38889,0.44,0.72
38890,0.49,0.6
38891,0.46,0.63
38892,0.12,0.73
38893,0.6,0.9
38894,0.87,0.87
38895,0.77,0.9
38896,0.01,0.19
38897,0.27,0.27
38898,0.36,0.67
38899,0.06,0.18
38900,0.35,0.88
38901,0.19,0.63
38902,0.34,0.22
38903,0.44,0.92
38904,0.02,0.04
38905,0.08,0.14
38906,0.42,0.69
38907,0.34,0.63
38908,0.08,0.19
38909,0.09,0.25
38910,0.06,0.12
38911,0.12,0.17
38912,0.12,0.92
38913,0.44,0.58
38914,0.1,0.24
38915,0.06,0.76
38916,0.46,0.66
38917,0.21,0.39
38918,0.18,0.19
38919,0.53,0.71
38920,0.05,0.95
38921,0.18,0.42
38922,0.13,0.22
38923,0.07,0.55
38924,0.06,0.19
38925,0.66,0.75
38926,0.24,0.31
38927,0.06,0.08
38928,0.04,0.29
38929,0.4,0.83
38930,0.05,0.06
38931,0.01,0.39
38932,0.79,0.64
38933,0.06,0.33
38934,0.19,0.49
38935,0.11,0.25
38936,0.3,0.61
38937,0.12,0.17
38938,0.09,0.31
38939,0.56,0.78
38940,0.46,0.83
38941,0.07,0.15
38942,0.02,0.09
38943,0.51,0.59
38944,0.52,0.78
38945,0.01,0.57
38946,0.8,0.79
38947,0.16,0.76
38948,0.54,0.68
38949,0.24,0.26
38950,0.2,0.3
38951,0.08,0.79
38952,0.06,0.41
38953,0.15,0.71
38954,0.77,0.73
38955,0.5,0.62
38956,0.02,0.69
38957,0.07,0.15
38958,0.02,0.1
38959,0.04,0.25
38960,0.06,0.07
38961,0.08,0.4
38962,0.11,0.24
38963,0.37,0.68
38964,0.02,0.13
38965,0.24,0.27
38966,0.01,0.16
38967,0.02,0.1
38968,0.04,0.84
38969,0.83,0.86
38970,0.09,0.09
38971,0.07,0.63
38972,0.23,0.28
38973,0.16,0.68
38974,0.72,0.89
38975,0.11,0.51
38976,0.86,0.91
38977,0.2,0.33
38978,0.1,0.1
38979,0.08,0.26
38980,0.14,0.67
38981,0.12,0.09
38982,0.57,0.56
38983,0.12,0.11
38984,0.39,0.63
38985,0.07,0.72
38986,0.61,0.7
38987,0.11,0.47
38988,0.08,0.96
38989,0.42,0.86
38990,0.12,0.33
38991,0.28,0.57
38992,0.33,0.56
38993,0.39,0.24
38994,0.03,0.52
38995,0.1,0.7
38996,0.01,0.92
38997,0.04,0.05
38998,0.25,0.47
38999,0.1,0.1
39000,0.54,0.76
39001,0.05,0.25
39002,0.06,0.4
39003,0.46,0.78
39004,0.46,0.8
39005,0.16,0.25
39006,0.34,0.69
39007,0.01,0.09
39008,0.1,0.29
39009,0.26,0.68
39010,0.54,0.79
39011,0.11,0.2
39012,0.01,0.01
39013,0.32,0.9
39014,0.41,0.16
39015,0.18,0.81
39016,0.24,0.17
39017,0.01,0.11
39018,0.55,0.84
39019,0.07,0.6
39020,0.02,0.65
39021,0.2,0.17
39022,0.57,0.85
39023,0.6,0.89
39024,0.08,0.45
39025,0.01,0.15
39026,0.07,0.31
39027,0.13,0.48
39028,0.57,0.91
39029,0.01,0.1
39030,0.17,0.44
39031,0.05,0.22
39032,0.11,0.14
39033,0.01,0.06
39034,0.16,0.38
39035,0.25,0.39
39036,0.21,0.27
39037,0.2,0.36
39038,0.05,0.33
39039,0.09,0.09
39040,0.27,0.52
39041,0.03,0.19
39042,0.32,0.74
39043,0.14,0.08
39044,0.86,0.89
39045,0.14,0.7
39046,0.05,0.03
39047,0.24,0.26
39048,0.16,0.63
39049,0.25,0.5
39050,0.1,0.64
39051,0.03,0.24
39052,0.41,0.74
39053,0.61,0.58
39054,0.02,0.14
39055,0.06,0.3
39056,0.03,0.1
39057,0.03,0.13
39058,0.08,0.27
39059,0.05,0.03
39060,0.23,0.6
39061,0.03,0.43
39062,0.03,0.33
39063,0.36,0.69
39064,0.31,0.33
39065,0.25,0.55
39066,0.04,0.56
39067,0.51,0.82
39068,0.1,0.43
39069,0.06,0.36
39070,0.01,0.57
39071,0.36,0.46
39072,0.01,0.1
39073,0.37,0.46
39074,0.09,0.67
39075,0.2,0.43
39076,0.02,0.01
39077,0.07,0.55
39078,0,0.14
39079,0.17,0.12
39080,0.13,0.76
39081,0.07,0.23
39082,0.06,0.03
39083,0.15,0.1
39084,0.52,0.91
39085,0.33,0.82
39086,0.03,0.05
39087,0.34,0.46
39088,0.73,0.9
39089,0.13,0.43
39090,0.48,0.63
39091,0.36,0.84
39092,0.49,0.4
39093,0.37,0.51
39094,0.08,0.33
39095,0.37,0.54
39096,0.04,0.24
39097,0.11,0.72
39098,0.02,0.19
39099,0.61,0.63
39100,0.07,0.54
39101,0.07,0.8
39102,0,0.21
39103,0.12,0.2
39104,0.01,0.19
39105,0.46,0.47
39106,0.01,0.68
39107,0.43,0.78
39108,0.54,0.47
39109,0.17,0.82
39110,0.17,0.9
39111,0.28,0.6
39112,0.32,0.66
39113,0.07,0.66
39114,0.23,0.45
39115,0.13,0.2
39116,0.12,0.18
39117,0.07,0.43
39118,0.15,0.29
39119,0.4,0.76
39120,0.55,0.85
39121,0.05,0.26
39122,0.15,0.12
39123,0,0.78
39124,0.18,0.72
39125,0.17,0.41
39126,0.14,0.3
39127,0.64,0.88
39128,0.13,0.33
39129,0.16,0.2
39130,0.68,0.87
39131,0.68,0.85
39132,0.14,0.9
39133,0.02,0.02
39134,0.14,0.35
39135,0.21,0.41
39136,0.17,0.5
39137,0.04,0.93
39138,0.14,0.53
39139,0.13,0.47
39140,0.73,0.88
39141,0.54,0.6
39142,0.08,0.47
39143,0.08,0.47
39144,0.05,0.33
39145,0.54,0.79
39146,0.32,0.16
39147,0.04,0.11
39148,0.3,0.44
39149,0.2,0.39
39150,0.02,0.1
39151,0.03,0.18
39152,0.34,0.77
39153,0.1,0.35
39154,0.08,0.17
39155,0.14,0.67
39156,0.33,0.83
39157,0.03,0.23
39158,0.1,0.42
39159,0.02,0.08
39160,0.06,0.45
39161,0.1,0.59
39162,0.07,0.33
39163,0.23,0.88
39164,0.37,0.37
39165,0.06,0.91
39166,0.04,0.68
39167,0.08,0.44
39168,0.01,0.12
39169,0,0.3
39170,0.63,0.82
39171,0.15,0.15
39172,0.69,0.81
39173,0.08,0.42
39174,0.02,0.55
39175,0.05,0.2
39176,0.49,0.66
39177,0.09,0.77
39178,0.11,0.6
39179,0.21,0.46
39180,0.43,0.79
39181,0.21,0.51
39182,0.14,0.26
39183,0.73,0.87
39184,0.04,0.25
39185,0.47,0.46
39186,0.18,0.57
39187,0.06,0.44
39188,0.73,0.74
39189,0.04,0.05
39190,0.12,0.18
39191,0.46,0.44
39192,0.39,0.45
39193,0.19,0.27
39194,0.08,0.21
39195,0.03,0.1
39196,0.23,0.6
39197,0.41,0.5
39198,0.34,0.61
39199,0.05,0.25
39200,0.06,0.18
39201,0.28,0.89
39202,0.03,0.19
39203,0.22,0.59
39204,0.15,0.53
39205,0.02,0.1
39206,0.89,0.93
39207,0.02,0.8
39208,0.03,0.47
39209,0.07,0.71
39210,0.18,0.24
39211,0.04,0.06
39212,0.05,0.12
39213,0.08,0.41
39214,0.43,0.86
39215,0.48,0.82
39216,0.02,0.01
39217,0.1,0.55
39218,0.3,0.92
39219,0.14,0.09
39220,0.17,0.23
39221,0.75,0.96
39222,0.87,0.89
39223,0.05,0.17
39224,0.06,0.21
39225,0.43,0.61
39226,0.55,0.69
39227,0.01,0.14
39228,0.11,0.14
39229,0.34,0.87
39230,0.09,0.04
39231,0.09,0.46
39232,0.8,0.91
39233,0.21,0.5
39234,0.14,0.86
39235,0.03,0.34
39236,0.04,0.1
39237,0.24,0.4
39238,0.43,0.63
39239,0.06,0.1
39240,0.02,0.09
39241,0.8,0.91
39242,0.03,0.2
39243,0.45,0.56
39244,0.06,0.26
39245,0.01,0.02
39246,0.07,0.24
39247,0.23,0.77
39248,0.42,0.76
39249,0.45,0.6
39250,0.09,0.21
39251,0.63,0.77
39252,0.06,0.27
39253,0.16,0.13
39254,0.06,0.3
39255,0.08,0.24
39256,0.07,0.31
39257,0.04,0.17
39258,0.45,0.84
39259,0.02,0.27
39260,0.09,0.15
39261,0.05,0.14
39262,0.62,0.88
39263,0.01,0.06
39264,0.03,0.17
39265,0.1,0.83
39266,0.04,0.46
39267,0.1,0.2
39268,0.18,0.61
39269,0.02,0.52
39270,0.06,0.08
39271,0.12,0.48
39272,0.08,0.17
39273,0.56,0.61
39274,0.07,0.2
39275,0.2,0.76
39276,0.17,0.93
39277,0.03,0.13
39278,0.2,0.65
39279,0.14,0.53
39280,0.43,0.59
39281,0.08,0.61
39282,0.12,0.65
39283,0.73,0.92
39284,0.03,0.2
39285,0.16,0.32
39286,0.27,0.49
39287,0.04,0.87
39288,0.08,0.26
39289,0.17,0.68
39290,0.22,0.37
39291,0.16,0.49
39292,0,0.15
39293,0.56,0.73
39294,0.04,0.08
39295,0.05,0.34
39296,0.36,0.8
39297,0.03,0.08
39298,0.08,0.57
39299,0.15,0.59
39300,0.09,0.23
39301,0.1,0.7
39302,0.37,0.6
39303,0.08,0.41
39304,0.5,0.69
39305,0.02,0.43
39306,0.01,0.24
39307,0.04,0.23
39308,0.84,0.97
39309,0.81,0.96
39310,0.08,0.12
39311,0.69,0.79
39312,0.08,0.24
39313,0.1,0.64
39314,0.53,0.69
39315,0.39,0.9
39316,0.06,0.05
39317,0.04,0.77
39318,0.03,0.16
39319,0.05,0.78
39320,0.66,0.71
39321,0.03,0.08
39322,0.06,0.17
39323,0.02,0.15
39324,0.1,0.52
39325,0.29,0.72
39326,0.13,0.54
39327,0.01,0.1
39328,0.59,0.67
39329,0.38,0.64
39330,0.1,0.12
39331,0,0.1
39332,0.04,0.26
39333,0.23,0.42
39334,0.06,0.74
39335,0.03,0.1
39336,0.07,0.34
39337,0.38,0.42
39338,0.1,0.55
39339,0.06,0.2
39340,0.02,0.32
39341,0.07,0.11
39342,0.14,0.33
39343,0.33,0.79
39344,0.23,0.7
39345,0.1,0.7
39346,0.56,0.6
39347,0.39,0.68
39348,0.32,0.45
39349,0.1,0.65
39350,0.3,0.87
39351,0.16,0.66
39352,0.11,0.31
39353,0.32,0.66
39354,0.31,0.66
39355,0.68,0.87
39356,0.06,0.25
39357,0.01,0.07
39358,0.12,0.26
39359,0.17,0.62
39360,0.16,0.67
39361,0.26,0.87
39362,0.16,0.27
39363,0.21,0.56
39364,0.47,0.83
39365,0.02,0.26
39366,0.09,0.59
39367,0.09,0.74
39368,0.26,0.36
39369,0,0.1
39370,0.11,0.83
39371,0.04,0.3
39372,0.46,0.84
39373,0.04,0.36
39374,0.72,0.93
39375,0.15,0.25
39376,0.58,0.71
39377,0.42,0.63
39378,0.24,0.51
39379,0.5,0.48
39380,0.1,0.14
39381,0.09,0.11
39382,0.08,0.27
39383,0.03,0.03
39384,0.26,0.89
39385,0.01,0.02
39386,0.6,0.21
39387,0.09,0.12
39388,0.62,0.89
39389,0.29,0.39
39390,0.46,0.68
39391,0.09,0.63
39392,0.42,0.82
39393,0.9,0.93
39394,0.14,0.78
39395,0.37,0.36
39396,0.07,0.6
39397,0.08,0.11
39398,0.06,0.49
39399,0.03,0.25
39400,0.16,0.65
39401,0.39,0.69
39402,0.57,0.82
39403,0.28,0.84
39404,0.28,0.33
39405,0.02,0.09
39406,0.15,0.27
39407,0.12,0.88
39408,0.11,0.14
39409,0.01,0.1
39410,0.06,0.68
39411,0.04,0.54
39412,0.05,0.25
39413,0.08,0.56
39414,0.17,0.76
39415,0.17,0.25
39416,0.12,0.33
39417,0.79,0.87
39418,0.28,0.37
39419,0.11,0.51
39420,0.05,0.07
39421,0.12,0.1
39422,0.55,0.41
39423,0.33,0.83
39424,0.13,0.22
39425,0.48,0.61
39426,0.05,0.12
39427,0.09,0.7
39428,0.84,0.88
39429,0.44,0.79
39430,0.23,0.36
39431,0.17,0.23
39432,0.32,0.6
39433,0.06,0.2
39434,0.07,0.52
39435,0.13,0.54
39436,0.32,0.75
39437,0.2,0.77
39438,0.91,0.99
39439,0.17,0.35
39440,0.96,0.98
39441,0.12,0.14
39442,0.4,0.74
39443,0.77,0.92
39444,0.07,0.5
39445,0.08,0.45
39446,0.01,0.08
39447,0.33,0.56
39448,0.01,0.04
39449,0.18,0.73
39450,0.06,0.48
39451,0.05,0.42
39452,0.14,0.38
39453,0.24,0.24
39454,0.5,0.77
39455,0.05,0.09
39456,0.09,0.11
39457,0.15,0.3
39458,0.39,0.79
39459,0.16,0.78
39460,0.12,0.23
39461,0.09,0.41
39462,0.41,0.76
39463,0.23,0.31
39464,0.11,0.39
39465,0.03,0.13
39466,0.08,0.17
39467,0.31,0.81
39468,0.14,0.34
39469,0.12,0.21
39470,0.04,0.44
39471,0.03,0.09
39472,0.35,0.5
39473,0.19,0.44
39474,0.09,0.59
39475,0.3,0.74
39476,0.31,0.43
39477,0.09,0.17
39478,0.13,0.29
39479,0.28,0.43
39480,0.03,0.36
39481,0.1,0.64
39482,0.27,0.87
39483,0.14,0.16
39484,0.01,0.09
39485,0.03,0.63
39486,0.04,0.27
39487,0.08,0.63
39488,0.28,0.66
39489,0.47,0.52
39490,0.71,0.82
39491,0.03,0.12
39492,0.71,0.75
39493,0.12,0.52
39494,0.04,0.57
39495,0.35,0.26
39496,0.23,0.74
39497,0.73,0.77
39498,0,0.22
39499,0.52,0.75
39500,0.06,0.55
39501,0.02,0.18
39502,0.74,0.81
39503,0.2,0.69
39504,0.09,0.02
39505,0.19,0.09
39506,0.43,0.65
39507,0.56,0.68
39508,0.03,0.41
39509,0.05,0.27
39510,0.1,0.21
39511,0.17,0.39
39512,0.14,0.14
39513,0.23,0.43
39514,0.4,0.41
39515,0.03,0.57
39516,0.01,0.17
39517,0.05,0.55
39518,0.41,0.62
39519,0.06,0.27
39520,0.28,0.56
39521,0.31,0.42
39522,0.13,0.51
39523,0.09,0.25
39524,0.02,0.67
39525,0.06,0.71
39526,0.04,0.1
39527,0.07,0.12
39528,0.04,0.19
39529,0.3,0.49
39530,0.28,0.53
39531,0.66,0.83
39532,0.08,0.58
39533,0.02,0.05
39534,0.1,0.75
39535,0.14,0.83
39536,0.03,0.06
39537,0.08,0.52
39538,0.04,0.62
39539,0.41,0.9
39540,0.52,0.67
39541,0.15,0.17
39542,0.1,0.25
39543,0.09,0.31
39544,0.21,0.39
39545,0.02,0.02
39546,0.08,0.12
39547,0.54,0.87
39548,0.22,0.3
39549,0.02,0.98
39550,0.02,0.55
39551,0.14,0.37
39552,0.23,0.58
39553,0.08,0.35
39554,0.44,0.74
39555,0.06,0.39
39556,0.06,0.82
39557,0.04,0.22
39558,0.12,0.62
39559,0.02,0.15
39560,0,0.18
39561,0.43,0.52
39562,0.01,0.07
39563,0.19,0.71
39564,0.62,0.82
39565,0.09,0.75
39566,0.3,0.46
39567,0.07,0.56
39568,0.12,0.79
39569,0.03,0.24
39570,0.27,0.47
39571,0.27,0.75
39572,0.33,0.53
39573,0.17,0.3
39574,0.22,0.45
39575,0.33,0.62
39576,0.04,0.22
39577,0.24,0.25
39578,0.25,0.18
39579,0.5,0.77
39580,0.8,0.71
39581,0.46,0.71
39582,0.29,0.77
39583,0.07,0.24
39584,0.58,0.71
39585,0.04,0.62
39586,0.72,0.65
39587,0.03,0.73
39588,0.25,0.52
39589,0.05,0.43
39590,0.03,0.08
39591,0.04,0.05
39592,0.05,0.11
39593,0.15,0.63
39594,0.09,0.74
39595,0.12,0.82
39596,0.03,0.92
39597,0.14,0.32
39598,0,0.08
39599,0.74,0.73
39600,0.04,0.16
39601,0.05,0.32
39602,0.01,0.28
39603,0.56,0.71
39604,0.03,0.24
39605,0.34,0.29
39606,0.12,0.68
39607,0.05,0.11
39608,0.19,0.79
39609,0.11,0.63
39610,0.69,0.4
39611,0.72,0.97
39612,0.01,0.12
39613,0.01,0.09
39614,0.52,0.88
39615,0.19,0.77
39616,0.08,0.38
39617,0.24,0.69
39618,0.49,0.89
39619,0.73,0.83
39620,0.52,0.9
39621,0.11,0.5
39622,0.22,0.46
39623,0.05,0.07
39624,0.26,0.35
39625,0.15,0.33
39626,0.1,0.15
39627,0.52,0.58
39628,0.33,0.88
39629,0.11,0.64
39630,0.23,0.45
39631,0.1,0.77
39632,0.03,0.05
39633,0.17,0.89
39634,0.91,0.89
39635,0.01,0.09
39636,0.13,0.7
39637,0.09,0.17
39638,0.11,0.62
39639,0.47,0.75
39640,0.26,0.67
39641,0.58,0.74
39642,0.16,0.45
39643,0.65,0.97
39644,0.07,0.49
39645,0.05,0.11
39646,0.24,0.44
39647,0.06,0.91
39648,0.52,0.85
39649,0.03,0.05
39650,0.21,0.46
39651,0.06,0.08
39652,0.05,0.87
39653,0.22,0.71
39654,0.04,0.26
39655,0.04,0.1
39656,0.39,0.8
39657,0.12,0.15
39658,0.58,0.55
39659,0.51,0.94
39660,0.04,0.08
39661,0.18,0.24
39662,0.12,0.17
39663,0.08,0.58
39664,0.05,0.64
39665,0.07,0.31
39666,0.22,0.59
39667,0.27,0.22
39668,0.85,0.93
39669,0.39,0.81
39670,0.01,0.11
39671,0.12,0.56
39672,0.04,0.41
39673,0.18,0.4
39674,0.27,0.64
39675,0.01,0.21
39676,0.18,0.27
39677,0.66,0.66
39678,0.02,0.12
39679,0.7,0.9
39680,0.1,0.12
39681,0.22,0.33
39682,0.09,0.08
39683,0.11,0.43
39684,0.13,0.34
39685,0.47,0.72
39686,0.16,0.12
39687,0.44,0.71
39688,0.08,0.48
39689,0.44,0.85
39690,0.01,0.42
39691,0.04,0.62
39692,0.02,0.63
39693,0.25,0.72
39694,0.28,0.51
39695,0.47,0.73
39696,0.36,0.86
39697,0.14,0.47
39698,0.09,0.95
39699,0.02,0.1
39700,0.06,0.2
39701,0.06,0.13
39702,0.05,0.85
39703,0.75,0.98
39704,0.04,0.26
39705,0.27,0.43
39706,0.09,0.2
39707,0.01,0.18
39708,0.03,0.05
39709,0.14,0.24
39710,0.77,0.92
39711,0.32,0.46
39712,0.03,0.29
39713,0.51,0.83
39714,0.07,0.13
39715,0.03,0.82
39716,0.05,0.36
39717,0.48,0.44
39718,0.21,0.89
39719,0.09,0.15
39720,0.19,0.26
39721,0.04,0.42
39722,0.12,0.72
39723,0.02,0.4
39724,0.09,0.7
39725,0.42,0.78
39726,0,0.08
39727,0.08,0.69
39728,0.09,0.43
39729,0.04,0.18
39730,0.15,0.75
39731,0.03,0.17
39732,0.01,0.17
39733,0.08,0.15
39734,0.14,0.27
39735,0.15,0.46
39736,0.01,0.1
39737,0.51,0.6
39738,0.22,0.65
39739,0.35,0.54
39740,0.26,0.59
39741,0.07,0.09
39742,0.71,0.9
39743,0.07,0.7
39744,0.05,0.52
39745,0.18,0.24
39746,0.07,0.08
39747,0.61,0.8
39748,0.01,0.07
39749,0.07,0.26
39750,0.15,0.56
39751,0.01,0.07
39752,0.28,0.3
39753,0.13,0.94
39754,0,0.07
39755,0.87,0.97
39756,0.07,0.66
39757,0.12,0.21
39758,0.24,0.34
39759,0.03,0.29
39760,0.1,0.54
39761,0.32,0.52
39762,0.07,0.36
39763,0.02,0.03
39764,0.08,0.3
39765,0.06,0.86
39766,0.06,0.33
39767,0.07,0.11
39768,0.28,0.81
39769,0.15,0.16
39770,0.11,0.58
39771,0.22,0.86
39772,0.09,0.21
39773,0.07,0.45
39774,0.16,0.93
39775,0.02,0.88
39776,0.19,0.35
39777,0.07,0.75
39778,0,0.2
39779,0.03,0.18
39780,0.06,0.21
39781,0.08,0.2
39782,0.05,0.18
39783,0.02,0.41
39784,0.1,0.37
39785,0.06,0.19
39786,0.03,0.35
39787,0.58,0.67
39788,0.18,0.62
39789,0.48,0.71
39790,0.02,0.12
39791,0.11,0.51
39792,0.02,0.16
39793,0.07,0.25
39794,0.58,0.78
39795,0.12,0.19
39796,0.02,0.2
39797,0.11,0.15
39798,0.08,0.6
39799,0.08,0.67
39800,0.2,0.35
39801,0.08,0.3
39802,0.08,0.65
39803,0.06,0.58
39804,0.01,0.05
39805,0.13,0.36
39806,0.06,0.12
39807,0.06,0.21
39808,0.08,0.11
39809,0.28,0.36
39810,0.28,0.76
39811,0.39,0.55
39812,0.02,0.11
39813,0.33,0.43
39814,0.48,0.88
39815,0.07,0.38
39816,0.25,0.16
39817,0.43,0.56
39818,0,0.08
39819,0.05,0.25
39820,0.28,0.8
39821,0.17,0.77
39822,0.02,0.11
39823,0.18,0.56
39824,0.24,0.49
39825,0.04,0.15
39826,0.7,0.9
39827,0.06,0.4
39828,0.28,0.65
39829,0.1,0.08
39830,0.01,0.23
39831,0.23,0.15
39832,0.01,0.02
39833,0.39,0.46
39834,0.14,0.6
39835,0.09,0.21
39836,0.14,0.71
39837,0.1,0.34
39838,0.04,0.81
39839,0.17,0.75
39840,0.11,0.49
39841,0.38,0.68
39842,0.09,0.34
39843,0.05,0.21
39844,0.02,0.07
39845,0.07,0.82
39846,0.35,0.64
39847,0.06,0.69
39848,0.06,0.13
39849,0.1,0.3
39850,0.83,0.9
39851,0.13,0.51
39852,0.17,0.22
39853,0.2,0.22
39854,0.15,0.53
39855,0.14,0.08
39856,0.11,0.11
39857,0.17,0.55
39858,0.18,0.58
39859,0.24,0.66
39860,0.38,0.73
39861,0.03,0.79
39862,0.04,0.54
39863,0.02,0.15
39864,0.44,0.6
39865,0.37,0.73
39866,0.08,0.13
39867,0.05,0.26
39868,0.79,0.88
39869,0.13,0.69
39870,0.11,0.24
39871,0.07,0.49
39872,0.03,0.15
39873,0.2,0.58
39874,0.07,0.94
39875,0.2,0.32
39876,0.08,0.21
39877,0.08,0.09
39878,0.01,0.09
39879,0.29,0.46
39880,0.49,0.73
39881,0.02,0.11
39882,0.27,0.14
39883,0.35,0.77
39884,0.07,0.12
39885,0.06,0.18
39886,0.01,0.64
39887,0,0.15
39888,0.13,0.14
39889,0.31,0.59
39890,0.04,0.42
39891,0.14,0.6
39892,0.12,0.3
39893,0.07,0.76
39894,0.14,0.18
39895,0.24,0.18
39896,0.09,0.64
39897,0.24,0.41
39898,0.06,0.11
39899,0.03,0.07
39900,0.11,0.38
39901,0.12,0.27
39902,0.42,0.71
39903,0.61,0.79
39904,0.24,0.18
39905,0.09,0.6
39906,0.09,0.19
39907,0.08,0.64
39908,0.14,0.72
39909,0.21,0.92
39910,0.03,0.23
39911,0.16,0.11
39912,0.19,0.72
39913,0,0.04
39914,0.74,0.85
39915,0.11,0.19
39916,0.04,0.08
39917,0.25,0.35
39918,0.25,0.22
39919,0.14,0.53
39920,0.22,0.59
39921,0.1,0.21
39922,0.31,0.7
39923,0.09,0.52
39924,0.02,0.05
39925,0.07,0.79
39926,0.36,0.39
39927,0.03,0.15
39928,0.07,0.21
39929,0.01,0.1
39930,0.27,0.15
39931,0.24,0.35
39932,0.04,0.72
39933,0.25,0.34
39934,0.01,0.2
39935,0.02,0.26
39936,0.13,0.47
39937,0.08,0.19
39938,0.02,0.04
39939,0.12,0.85
39940,0.46,0.59
39941,0.52,0.89
39942,0.08,0.51
39943,0.75,0.94
39944,0.68,0.89
39945,0.23,0.59
39946,0.35,0.21
39947,0.17,0.59
39948,0.21,0.31
39949,0.13,0.29
39950,0.08,0.23
39951,0.06,0.13
39952,0.31,0.32
39953,0.04,0.23
39954,0.24,0.38
39955,0.04,0.83
39956,0.08,0.2
39957,0.1,0.22
39958,0.85,0.88
39959,0.42,0.32
39960,0.18,0.22
39961,0.28,0.87
39962,0.07,0.38
39963,0.15,0.12
39964,0.24,0.62
39965,0.69,0.85
39966,0.33,0.49
39967,0.89,0.92
39968,0.1,0.18
39969,0.01,0.68
39970,0.64,0.77
39971,0.4,0.52
39972,0.2,0.25
39973,0.04,0.08
39974,0.11,0.86
39975,0.36,0.89
39976,0.03,0.41
39977,0.08,0.3
39978,0.03,0.15
39979,0.42,0.41
39980,0.15,0.17
39981,0.47,0.54
39982,0.04,0.3
39983,0.14,0.71
39984,0.35,0.24
39985,0,0.15
39986,0.18,0.47
39987,0.05,0.33
39988,0.56,0.69
39989,0.05,0.26
39990,0.44,0.83
39991,0.29,0.89
39992,0.04,0.5
39993,0.32,0.37
39994,0.56,0.66
39995,0.06,0.11
39996,0.49,0.68
39997,0.06,0.69
39998,0.07,0.63
39999,0.12,0.69
40000,0.04,0.32
40001,0.19,0.49
40002,0.24,0.41
40003,0.08,0.37
40004,0.03,0.13
40005,0.07,0.1
40006,0.2,0.58
40007,0.16,0.85
40008,0.14,0.41
40009,0.24,0.35
40010,0.23,0.69
40011,0.15,0.57
40012,0.53,0.65
40013,0.21,0.76
40014,0.08,0.11
40015,0.22,0.63
40016,0.02,0.66
40017,0.31,0.36
40018,0.02,0.08
40019,0.09,0.12
40020,0.83,0.86
40021,0.12,0.42
40022,0.03,0.22
40023,0.45,0.67
40024,0.61,0.86
40025,0.07,0.23
40026,0.05,0.09
40027,0.36,0.78
40028,0.85,0.83
40029,0.1,0.22
40030,0.04,0.18
40031,0.05,0.06
40032,0.02,0.69
40033,0.24,0.52
40034,0.21,0.34
40035,0.12,0.59
40036,0.34,0.39
40037,0.18,0.97
40038,0.19,0.85
40039,0.3,0.68
40040,0.11,0.69
40041,0.51,0.84
40042,0.02,0.86
40043,0.19,0.67
40044,0.84,0.75
40045,0.3,0.16
40046,0.04,0.34
40047,0.27,0.59
40048,0.3,0.33
40049,0.67,0.81
40050,0.78,0.96
40051,0.26,0.65
40052,0.01,0.11
40053,0.02,0.14
40054,0.17,0.7
40055,0.26,0.49
40056,0.2,0.14
40057,0.66,0.94
40058,0.11,0.33
40059,0.16,0.59
40060,0.03,0.95
40061,0.04,0.88
40062,0.04,0.08
40063,0.34,0.57
40064,0.03,0.88
40065,0.86,0.89
40066,0.09,0.32
40067,0.11,0.17
40068,0.07,0.2
40069,0.57,0.57
40070,0.11,0.46
40071,0.69,0.98
40072,0.18,0.36
40073,0.06,0.4
40074,0.5,0.46
40075,0.12,0.21
40076,0.04,0.28
40077,0.33,0.89
40078,0.11,0.35
40079,0.21,0.78
40080,0.37,0.19
40081,0.12,0.38
40082,0.1,0.19
40083,0.12,0.25
40084,0.16,0.42
40085,0.03,0.37
40086,0.03,0.33
40087,0.52,0.4
40088,0.12,0.65
40089,0.63,0.78
40090,0.09,0.68
40091,0.4,0.78
40092,0.16,0.21
40093,0.08,0.15
40094,0.3,0.76
40095,0.09,0.27
40096,0.05,0.69
40097,0.37,0.65
40098,0.71,0.82
40099,0.18,0.72
40100,0.04,0.2
40101,0.15,0.13
40102,0.29,0.52
40103,0.19,0.79
40104,0.51,0.95
40105,0.39,0.72
40106,0.13,0.54
40107,0.07,0.21
40108,0.07,0.26
40109,0.23,0.69
40110,0.04,0.37
40111,0.07,0.1
40112,0.15,0.11
40113,0.21,0.54
40114,0.16,0.65
40115,0.21,0.68
40116,0.23,0.55
40117,0.05,0.12
40118,0.08,0.28
40119,0.17,0.17
40120,0.09,0.17
40121,0.54,0.68
40122,0.2,0.74
40123,0.75,0.83
40124,0.06,0.32
40125,0.12,0.52
40126,0.05,0.35
40127,0.19,0.59
40128,0.01,0.04
